FAC_NAME,COUNTY_NAME,YEAR_QTR,OP_STATUS,TYPE_HOSP,AVL_BEDS,DAY_TOT,VIS_TOT,GRIP_TOT,GROP_TOT,BAD_DEBT,CAP_TOT,NET_TOT,TOT_OP_EXP,EXP_PIPS,EXP_POPS,CAP_EXP,YEAR,QUARTER,POPULATION
ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT HAWTHORNE,Alameda,20222,Open,Comparable,354,15505,12510,283493506,144218138,1763097,0,129490090,121840411,0,0,24237709,2022,2,1635693
ALVARADO HOSPITAL,San Diego,20222,Open,Comparable,302,7105,10486,78836063,38605021,2468066,0,22136770,30867448,0,0,205917,2022,2,3283755
ALVARADO PARKWAY INSTITUTE BHS,San Diego,20222,Open,Comparable,66,5465,28523,14201401,11400193,419596,0,8237408,7832778,0,0,34309,2022,2,3283755
AMERICAN RECOVERY CENTER,Los Angeles,20222,Open,Comparable,173,7691,676,2080152,109516,0,0,2189668,2331973,0,0,16876,2022,2,9748447
ANAHEIM GLOBAL MEDICAL CENTER,Orange,20222,Open,Comparable,188,8598,5302,40950788,26003264,55469,0,18819327,21426885,0,0,0,2022,2,3158489
ANTELOPE VALLEY HOSPITAL,Los Angeles,20222,Open,Comparable,393,20442,36485,332395039,148832202,1922070,1207273,111075856,122090030,0,0,20404320,2022,2,9748447
ARROWHEAD REGIONAL MEDICAL CENTER,San Bernardino,20222,Open,Comparable,436,33612,92364,421531308,211136344,14885014,0,151382570,206940349,0,0,0,2022,2,2196029
AURORA BEHAVIORAL HEALTHCARE - SANTA ROSA,Sonoma,20222,Open,Comparable,71,6439,1287,15476200,846000,0,0,10196700,10249861,0,0,14530,2022,2,483398
AURORA CHARTER OAK,Los Angeles,20222,Open,Comparable,134,12172,3311,18300475,1638880,0,0,11717797,11903266,0,0,622621,2022,2,9748447
AURORA LAS ENCINAS HOSPITAL,Los Angeles,20222,Open,Comparable,84,7570,2071,14021950,951820,0,0,8260727,8201236,0,0,5246,2022,2,9748447
AURORA SAN DIEGO,San Diego,20222,Open,Comparable,90,8138,2247,14709775,1071040,0,0,10360299,8216699,0,0,50537,2022,2,3283755
AURORA VISTA DEL MAR HOSPITAL,Ventura,20222,Open,Comparable,37,3281,857,5590300,495550,0,0,3609969,5164839,0,0,16232,2022,2,835032
BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL,Kern,20222,Open,Comparable,90,4788,290,9593675,147875,0,0,4931576,6832410,0,0,43280,2022,2,917293
BAKERSFIELD HEART HOSPITAL,Kern,20222,Open,Comparable,47,2454,3364,41334979,48489427,1436565,0,15351430,18381225,0,0,120257,2022,2,917293
BAKERSFIELD MEMORIAL HOSPITAL,Kern,20222,Open,Comparable,377,16997,31515,324331425,240985543,2377829,11711222,118912563,131917699,0,0,1872879,2022,2,917293
BAKERSFIELD REHABILITATION HOSPITAL,Kern,20222,Open,Comparable,50,809,0,3107439,0,0,0,1839223,4461602,0,0,75301,2022,2,917293
BALLARD REHABILITATION HOSPITAL,San Bernardino,20222,Open,Comparable,60,3242,2181,13019106,1452985,92757,0,6278646,6072542,0,0,35499,2022,2,2196029
BANNER LASSEN MEDICAL CENTER,Lassen,20222,Open,Comparable,25,826,8623,5463201,17209897,199453,0,10843260,11124644,0,0,1770640,2022,2,30401
BARLOW RESPIRATORY HOSPITAL,Los Angeles,20222,Open,Comparable,105,5782,0,130549429,0,-465604,0,13670686,15405757,0,0,1210919,2022,2,9748447
BARSTOW COMMUNITY HOSPITAL,San Bernardino,20222,Open,Comparable,30,1384,8136,43351723,92634943,4949970,0,15986666,12799634,0,0,62266,2022,2,2196029
BARTON MEMORIAL HOSPITAL,El Dorado,20222,Open,Comparable,111,4470,13429,41468485,110596927,4866810,0,47210843,61135735,0,0,6534616,2022,2,193071
BEAR VALLEY COMMUNITY HOSPITAL,San Bernardino,20222,Open,Comparable,30,1443,11420,1838318,11879652,269175,0,5260233,8635758,0,0,153705,2022,2,2196029
BEVERLY HOSPITAL,Los Angeles,20222,Open,Comparable,167,7388,11093,70563493,52845133,4054193,6316449,38580318,51784892,0,0,4126283,2022,2,9748447
BHC ALHAMBRA HOSPITAL,Los Angeles,20222,Open,Comparable,97,8140,4586,14668280,2766974,131616,0,10221326,7674733,0,0,369583,2022,2,9748447
CALIFORNIA HOSPITAL MEDICAL CENTER,Los Angeles,20222,Open,Comparable,318,17939,19870,242477557,150764482,-1145797,38856469,116901592,121793507,0,0,16124730,2022,2,9748447
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS,San Francisco,20222,Open,Comparable,120,5526,5488,87856259,57464880,1006318,0,41321413,54275084,0,0,4165123,2022,2,814176
CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,San Francisco,20222,Open,Comparable,453,27771,20981,530959642,322924637,3459860,12821535,302939211,343075008,0,0,30281566,2022,2,814176
CALIFORNIA REHABILITATION INSTITUTE,Los Angeles,20222,Open,Comparable,138,11730,1198,121183252,411713,8846,0,33260625,29102257,0,0,381511,2022,2,9748447
CANYON RIDGE HOSPITAL,San Bernardino,20222,Open,Comparable,157,11465,4316,20641070,3289140,231745,0,12751083,7892264,0,0,464994,2022,2,2196029
CASA COLINA HOSPITAL AND CENTER FOR HEALTH CARE,Los Angeles,20222,Open,Comparable,99,6613,36832,36704934,37960421,-56865,0,21396484,22762606,0,0,1870016,2022,2,9748447
"CASA PALMERA CARE CENTER, LLC",San Diego,20222,Open,Comparable,70,5837,2629,15721612,2180547,474520,0,5865916,3732532,0,0,18674,2022,2,3283755
CATALINA ISLAND MEDICAL CENTER,Los Angeles,20222,Open,Comparable,12,600,6871,872522,6076080,286889,0,4121430,4041666,0,0,0,2022,2,9748447
CEDARS-SINAI MARINA DEL REY HOSPITAL,Los Angeles,20222,Open,Comparable,103,4884,13460,123813498,98904418,2207712,0,30900947,41771077,0,0,2400770,2022,2,9748447
CEDARS-SINAI MEDICAL CENTER,Los Angeles,20222,Open,Comparable,889,73402,270937,3746636834,2299053505,29679878,7819867,935833931,1056539004,0,0,121838710,2022,2,9748447
CENTINELA HOSPITAL MEDICAL CENTER,Los Angeles,20222,Open,Comparable,362,14959,11253,214985946,49832776,1400000,0,50052496,53491061,0,0,840001,2022,2,9748447
CENTRAL VALLEY SPECIALTY HOSPITAL,Stanislaus,20222,Open,Comparable,96,7359,0,43452964,0,0,0,10578713,11266028,0,0,6560,2022,2,552410
CHAPMAN GLOBAL MEDICAL CENTER,Orange,20222,Open,Comparable,100,4804,2533,49294399,14849929,768165,0,12044303,13261831,0,0,90002,2022,2,3158489
CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CA - PEDIATRIC HOSPITAL,Santa Clara,20222,Open,Comparable,27,2229,0,5134700,0,0,0,2971085,3033080,0,0,0,2022,2,1883653
CHILDREN'S HOSPITAL AT MISSION,Orange,20222,Open,Comparable,54,2243,4558,42574912,32361112,1761160,0,27273381,19722502,0,0,49974,2022,2,3158489
CHILDREN'S HOSPITAL LOS ANGELES,Los Angeles,20222,Open,Comparable,413,27940,100886,657525233,243420317,4159101,0,259425389,376642690,0,0,20461229,2022,2,9748447
CHILDREN'S HOSPITAL OF ORANGE COUNTY,Orange,20222,Open,Comparable,334,17238,48875,530918889,340472223,9411024,14091407,279334382,220047076,0,0,31808665,2022,2,3158489
CHINESE HOSPITAL,San Francisco,20222,Open,Comparable,80,2866,30630,20262902,42390634,69186,11022905,20273686,32199545,0,0,1578544,2022,2,814176
CHINO VALLEY MEDICAL CENTER,San Bernardino,20222,Open,Comparable,112,3639,10825,47703924,39757698,2418662,0,21080064,18789547,0,0,601094,2022,2,2196029
CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,Los Angeles,20222,Open,Comparable,215,19078,56580,599268498,1002544049,2018,0,462724488,499532674,0,0,145696271,2022,2,9748447
CLOVIS COMMUNITY MEDICAL CENTER,Fresno,20222,Open,Comparable,352,20414,53818,295464087,341110278,5335502,122123,163756069,150492823,0,0,37244607,2022,2,1017107
COALINGA REGIONAL MEDICAL CENTER,Fresno,20222,Open,Comparable,75,3151,6546,6958257,10251845,0,0,6078730,4971624,0,0,8952,2022,2,1017107
COAST PLAZA HOSPITAL,Los Angeles,20222,Open,Comparable,105,2197,3190,34744917,17873833,170157,0,7405976,10674442,0,0,1323473,2022,2,9748447
COLLEGE HOSPITAL,Los Angeles,20222,Open,Comparable,187,16174,11676,33383195,5300332,156505,0,18540787,16854566,0,0,285761,2022,2,9748447
COLLEGE HOSPITAL COSTA MESA,Orange,20222,Open,Comparable,122,10338,3103,24287715,1615677,171755,0,16494063,17543256,0,0,398323,2022,2,3158489
COLLEGE MEDICAL CENTER,Los Angeles,20222,Open,Comparable,221,13395,2575,52480957,13018259,1688384,0,20358182,26537916,0,0,1563824,2022,2,9748447
COLORADO RIVER MEDICAL CENTER,San Bernardino,20222,Open,Comparable,25,188,1172,1154235,6175917,310164,0,1965574,2500718,0,0,142639,2022,2,2196029
COLUSA MEDICAL CENTER,Colusa,20222,Open,Comparable,48,1531,11089,5764106,8530851,39299,0,4007249,6293603,0,0,0,2022,2,21952
COMMUNITY HOSPITAL OF HUNTINGTON PARK,Los Angeles,20222,Open,Comparable,81,3480,8933,54187056,39084202,436902,0,10489644,14207175,0,0,198976,2022,2,9748447
COMMUNITY HOSPITAL OF SAN BERNARDINO,San Bernardino,20222,Open,Comparable,345,19305,18575,216742448,90318299,773264,0,67127351,65695473,0,0,1054708,2022,2,2196029
COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,Monterey,20222,Open,Comparable,260,17490,112364,389801878,237649879,3643771,0,187979651,170673078,0,0,17476933,2022,2,436427
COMMUNITY MEMORIAL HOSPITAL OF SAN BUENAVENTURA,Ventura,20222,Open,Comparable,250,12535,113444,179556684,239184606,3673362,1077167,123410115,130269674,0,0,2351216,2022,2,835032
COMMUNITY REGIONAL MEDICAL CENTER - FRESNO,Fresno,20222,Open,Comparable,921,75749,78581,1056330081,430557642,8489789,109967,439686097,391788322,0,0,5643317,2022,2,1017107
CONTRA COSTA REGIONAL MEDICAL CENTER,Contra Costa,20222,Open,Comparable,167,11118,127227,83389368,105727722,412201,0,109789060,178910110,0,0,32803487,2022,2,1160296
CORONA REGIONAL MEDICAL CENTER - MAIN,Riverside,20222,Open,Comparable,238,14293,16868,215504015,173827174,4250159,0,50793698,55369147,0,0,2630362,2022,2,2479628
DAMERON HOSPITAL ASSOCIATION,San Joaquin,20222,Open,Comparable,202,3385,12051,127102047,164713515,4216592,0,34057384,41183578,0,0,2345055,2022,2,795880
DEL AMO HOSPITAL,Los Angeles,20222,Open,Comparable,166,12728,3480,24057318,1372610,271636,0,12629398,10029987,0,0,0,2022,2,9748447
DESERT REGIONAL MEDICAL CENTER,Riverside,20222,Open,Comparable,369,24182,33302,851402343,384965600,4971410,0,160377805,134087243,0,0,2337314,2022,2,2479628
DESERT VALLEY HOSPITAL,San Bernardino,20222,Open,Comparable,148,9152,16278,142666301,74101042,3300039,1459985,40621107,34036010,0,0,946642,2022,2,2196029
DOCS SURGICAL HOSPITAL,Los Angeles,20222,Open,Comparable,17,197,22,21822889,1538941,0,0,4468110,4073337,0,0,0,2022,2,9748447
DOCTORS HOSPITAL OF MANTECA,San Joaquin,20222,Open,Comparable,73,3147,15616,129133542,179631863,1198831,0,28664900,26657619,0,0,542771,2022,2,795880
DOCTORS HOSPITAL OF RIVERSIDE,Riverside,20222,Open,Comparable,193,5219,14406,93628223,79745158,230643,0,33379007,31109915,0,0,708939,2022,2,2479628
DOCTORS MEDICAL CENTER - MODESTO,Stanislaus,20222,Open,Comparable,461,32429,40633,1294457507,584389680,13505532,5382569,187018475,163432966,0,0,1250637,2022,2,552410
DOMINICAN HOSPITAL,Santa Cruz,20222,Open,Comparable,222,12659,40700,355447295,193451130,2861505,0,112891676,107010918,0,0,3351016,2022,2,265851
EAST LOS ANGELES DOCTOR'S HOSPITAL,Los Angeles,20222,Open,Comparable,127,3643,3951,46054656,19238812,174791,1864224,11539691,16804516,0,0,148588,2022,2,9748447
EASTERN PLUMAS HEALTH CARE,Plumas,20222,Open,Comparable,75,4558,12566,3387349,7830524,79107,0,7017121,8868705,0,0,9007,2022,2,19433
EDEN MEDICAL CENTER,Alameda,20222,Open,Comparable,130,10045,10352,206006505,118735506,2266653,0,97322896,91010669,0,0,6874667,2022,2,1635693
EISENHOWER MEDICAL CENTER,Riverside,20222,Open,Comparable,370,20635,264678,575654004,642450136,8202387,0,253828155,274630026,0,0,14844041,2022,2,2479628
EL CAMINO HEALTH,Santa Clara,20222,Open,Comparable,454,24626,62269,650388165,635260282,1163250,0,323683701,257657464,0,0,24150663,2022,2,1883653
EL CENTRO REGIONAL MEDICAL CENTER,Imperial,20222,Open,Comparable,161,5208,59429,57049273,131119030,-1192130,0,42328246,49056750,0,0,2478270,2022,2,179767
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,Los Angeles,20222,Open,Comparable,105,6239,14779,85340887,65292872,507321,0,25355604,27269515,0,0,292265,2022,2,9748447
EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,Los Angeles,20222,Open,Comparable,516,23798,54225,333366656,186896818,2709310,6614562,105178825,121133430,4431757,2182805,2370875,2022,2,9748447
EMANUEL MEDICAL CENTER,Stanislaus,20222,Open,Comparable,209,8817,29312,315397291,491368107,6812290,0,78943793,63512582,0,0,1077111,2022,2,552410
ENCINO HOSPITAL MEDICAL CENTER,Los Angeles,20222,Open,Comparable,148,5198,2445,50187293,11146635,1584410,0,12769847,12457274,0,0,1632195,2022,2,9748447
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF BAKERSFIELD,Kern,20222,Open,Comparable,86,5262,0,14988682,0,264447,0,9377124,9366659,0,0,45130,2022,2,917293
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODESTO,Stanislaus,20222,Open,Comparable,50,3130,0,8936020,0,-61921,0,5709201,5054933,0,0,31430,2022,2,552410
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIETA,Riverside,20222,Open,Comparable,50,3250,0,9646763,0,174692,0,5530596,6189804,0,0,14380,2022,2,2479628
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TUSTIN,Orange,20222,Open,Comparable,65,3436,0,10396283,0,188098,0,6177817,5645522,0,0,3671785,2022,2,3158489
ENLOE MEDICAL CENTER - ESPLANADE CAMPUS,Butte,20222,Open,Comparable,317,21023,103277,516888563,477232358,7701262,0,188429958,209551288,0,0,18206017,2022,2,207384
FAIRCHILD MEDICAL CENTER,Siskiyou,20222,Open,Comparable,25,1177,21680,16297086,39455802,869491,0,18053333,27471381,0,0,2272574,2022,2,43746
FOOTHILL REGIONAL MEDICAL CENTER,Orange,20222,Open,Comparable,127,8017,1034,85192499,13918621,1231626,24723287,44161401,43078106,0,0,25344,2022,2,3158489
FOUNTAIN VALLEY REGIONAL HOSPITAL AND MC - EUCLID,Orange,20222,Open,Comparable,344,18009,13438,528227855,230111579,5056729,20362983,91612160,88884410,0,0,1714484,2022,2,3158489
FREMONT HOSPITAL,Alameda,20222,Open,Comparable,148,11395,1686,27345600,1069900,483273,0,18364956,12547043,0,0,55607,2022,2,1635693
FRENCH HOSPITAL MEDICAL CENTER - SAN LUIS OBISPO,San Luis Obispo,20222,Open,Comparable,72,4778,33755,123275251,109828085,82391,5952543,51098318,50231215,0,0,2412331,2022,2,282535
FRESNO SURGICAL HOSPITAL,Fresno,20222,Open,Comparable,27,423,4225,15985991,60659990,2927736,0,22942769,21406287,0,0,94463,2022,2,1017107
GARDEN GROVE HOSPITAL AND MEDICAL CENTER,Orange,20222,Open,Comparable,167,3585,5308,49801653,22564255,1657298,0,14750234,17388862,0,0,1208887,2022,2,3158489
GARFIELD MEDICAL CENTER,Los Angeles,20222,Open,Comparable,210,10870,6282,287203627,102317523,2441298,20719566,65489463,65743548,0,0,82783,2022,2,9748447
GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,Los Angeles,20222,Open,Comparable,55,3001,22479,4612590,6404379,0,0,8929825,8509350,0,0,7011,2022,2,9748447
GEORGE L. MEE MEMORIAL HOSPITAL,Monterey,20222,Open,Comparable,73,3553,29104,7520509,40850963,545321,0,15600869,17639355,0,0,240252,2022,2,436427
GLENDALE MEMORIAL HOSPITAL AND HEALTH CTR,Los Angeles,20222,Open,Comparable,227,10204,10527,179199567,100242571,-822970,3963673,47240496,65506293,0,0,4889931,2022,2,9748447
GLENDORA OAKS BEHAVIORAL HEALTH HOSPITAL,Los Angeles,20222,Open,Comparable,63,3761,0,6845908,0,59337,0,3908644,3775177,0,0,449162,2022,2,9748447
GLENN MEDICAL CENTER,Glenn,20222,Open,Comparable,25,1827,9648,5395760,7679204,393645,0,5448803,6692244,0,0,0,2022,2,28371
GOLETA VALLEY COTTAGE HOSPITAL,Santa Barbara,20222,Open,Comparable,24,591,15873,21862998,61866827,1176237,0,29943741,23469352,0,0,1378360,2022,2,445286
GOOD SAMARITAN HOSPITAL - BAKERSFIELD,Kern,20222,Open,Comparable,64,2910,3640,14900341,3117436,50653,0,7201414,8374674,0,0,198278,2022,2,917293
GOOD SAMARITAN HOSPITAL - LA,Los Angeles,20222,Open,Comparable,343,16704,19456,358868511,136947657,3685327,7748171,95992679,104607282,0,0,7895885,2022,2,9748447
GOOD SAMARITAN HOSPITAL - SAN JOSE,Santa Clara,20222,Open,Comparable,354,19496,30371,869822772,481742512,0,0,146797094,119024446,0,0,6825227,2022,2,1883653
GREATER EL MONTE COMMUNITY HOSPITAL,Los Angeles,20222,Open,Comparable,117,3402,5155,44840757,26481962,647615,1632394,14554806,14386633,0,0,1056321,2022,2,9748447
HAZEL HAWKINS MEMORIAL HOSPITAL,San Benito,20222,Open,Comparable,136,9728,48349,33326083,61223854,711398,0,35789864,38654520,0,0,3701559,2022,2,67715
HEALDSBURG HOSPITAL,Sonoma,20222,Open,Comparable,38,2139,10456,10002993,21377555,468817,300585,14559442,12279275,0,0,503947,2022,2,483398
HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,Orange,20222,Open,Comparable,27,1825,574,9721574,291208,17603,0,2564123,3050011,0,0,60872,2022,2,3158489
HEMET GLOBAL MEDICAL CENTER,Riverside,20222,Open,Comparable,309,12944,14452,125142153,72376068,33085,0,47397133,39891962,0,0,1818519,2022,2,2479628
HENRY MAYO NEWHALL HOSPITAL,Los Angeles,20222,Open,Comparable,291,14442,31572,283547421,250573161,10023554,0,90993236,98673590,0,0,1359993,2022,2,9748447
HERITAGE OAKS HOSPITAL,Sacramento,20222,Open,Comparable,120,10562,4439,17497376,3148395,176890,0,13560546,11554377,0,0,57474,2022,2,1588743
HI-DESERT MEDICAL CENTER,San Bernardino,20222,Open,Comparable,179,10069,11132,47997926,64335649,416751,0,19564611,19596326,0,0,169975,2022,2,2196029
HIGHLAND HOSPITAL,Alameda,20222,Open,Comparable,438,34244,57565,467630560,244800204,16740535,23066741,227183856,255215025,0,0,7504141,2022,2,1635693
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Orange,20222,Open,Comparable,529,33262,160444,535138453,603056874,10073330,24120296,328068765,343916187,0,0,32858999,2022,2,3158489
HOAG ORTHOPEDIC INSTITUTE,Orange,20222,Open,Comparable,70,986,1039,58502136,72222413,-25358,0,35787134,24940299,0,0,264123,2022,2,3158489
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,Los Angeles,20222,Open,Comparable,413,23367,14400,273307499,96204479,9107311,33494533,115094075,114375524,0,0,17472676,2022,2,9748447
HUNTINGTON BEACH HOSPITAL,Orange,20222,Open,Comparable,131,4493,5281,35385121,13893039,1280185,0,9685000,13189713,0,0,109078,2022,2,3158489
HUNTINGTON HOSPITAL,Los Angeles,20222,Open,Comparable,514,30212,46438,699672653,282496063,5542827,0,146710144,171333979,0,0,52383714,2022,2,9748447
JEROLD PHELPS COMMUNITY HOSPITAL,Humboldt,20222,Open,Comparable,17,834,6267,761995,3561432,0,0,1799566,4649687,0,0,1133064,2022,2,135013
JOHN C. FREMONT HEALTHCARE DISTRICT,Mariposa,20222,Open,Comparable,33,2155,9685,1955209,7939222,16137,0,5817457,8166607,0,0,1535,2022,2,17095
JOHN F. KENNEDY MEMORIAL HOSPITAL,Riverside,20222,Open,Comparable,145,3690,14052,166056619,163756896,1736869,0,35614862,31710969,0,0,2897483,2022,2,2479628
JOHN MUIR BEHAVIORAL HEALTH CENTER,Contra Costa,20222,Open,Comparable,55,3995,5025,17516667,5942048,280797,0,9897916,12036757,0,0,16446,2022,2,1160296
JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,Contra Costa,20222,Open,Comparable,215,14553,30848,582460408,316499297,2413625,0,131621943,148667272,0,0,10948080,2022,2,1160296
JOHN MUIR MEDICAL CENTER - WALNUT CREEK,Contra Costa,20222,Open,Comparable,399,27236,78670,959273629,408412891,8842189,0,266938321,276827304,0,0,28470106,2022,2,1160296
KAWEAH DELTA MEDICAL CENTER,Tulare,20222,Open,Comparable,608,38735,160915,325425010,316845421,-9038915,21076915,187102368,228755224,0,0,2124183,2022,2,478288
KECK HOSPITAL OF USC,Los Angeles,20222,Open,Comparable,350,21803,92742,698035604,412200963,1996286,0,329383296,400856214,0,0,30248430,2022,2,9748447
KEDREN COMMUNITY MENTAL HEALTH CENTER,Los Angeles,20222,Open,Comparable,72,5481,23658,5475793,6038931,0,0,11514724,11902072,0,0,54545,2022,2,9748447
KENTFIELD HOSPITAL,Marin,20222,Open,Comparable,100,7676,2434,42281617,881753,0,0,16968784,15630789,0,0,232906,2022,2,257143
KERN MEDICAL CENTER,Kern,20222,Open,Comparable,204,13707,64241,139476150,125238721,304452,0,111379084,121423463,0,0,3992295,2022,2,917293
KERN VALLEY HOSPITAL DISTRICT,Kern,20222,Open,Comparable,101,4615,10012,9650289,17384100,483260,0,6926351,7474604,0,0,183073,2022,2,917293
KINDRED HOSPITAL - BALDWIN PARK,Los Angeles,20222,Open,Comparable,91,6574,0,80372586,0,786011,0,13450587,11868554,0,0,173493,2022,2,9748447
KINDRED HOSPITAL - BREA,Orange,20222,Open,Comparable,86,6852,0,42267981,0,9187,0,11965448,9165797,0,0,1965,2022,2,3158489
KINDRED HOSPITAL - LA MIRADA,Los Angeles,20222,Open,Comparable,248,11001,0,124229325,0,649953,0,22566115,21632297,0,0,3993640,2022,2,9748447
KINDRED HOSPITAL - LOS ANGELES,Los Angeles,20222,Open,Comparable,81,5482,0,76331833,0,0,0,10402869,11535610,0,0,6659970,2022,2,9748447
KINDRED HOSPITAL - ONTARIO,San Bernardino,20222,Open,Comparable,91,5761,0,71108537,0,57558,0,12663118,10791666,0,0,949530,2022,2,2196029
KINDRED HOSPITAL - PARAMOUNT,Los Angeles,20222,Open,Comparable,177,6525,0,73674937,0,169930,0,15753443,13539023,0,0,4059189,2022,2,9748447
KINDRED HOSPITAL - RANCHO,San Bernardino,20222,Open,Comparable,55,3744,33,46191982,401486,229457,0,8721343,11325979,0,0,97785,2022,2,2196029
KINDRED HOSPITAL - RIVERSIDE,Riverside,20222,Open,Comparable,40,3331,0,43446903,0,-72292,0,8299249,7365852,0,0,1612284,2022,2,2479628
KINDRED HOSPITAL - SAN DIEGO,San Diego,20222,Open,Comparable,70,4220,0,32969018,0,1550830,0,6853612,9868183,0,0,1046238,2022,2,3283755
KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Alameda,20222,Open,Comparable,99,6123,0,67832514,0,21383,0,14989274,13214833,0,0,803077,2022,2,1635693
KINDRED HOSPITAL - SOUTH BAY,Los Angeles,20222,Open,Comparable,59,3739,0,47847621,0,181158,0,7753430,8064177,0,0,4908,2022,2,9748447
KINDRED HOSPITAL - WESTMINSTER,Orange,20222,Open,Comparable,109,7253,0,104547325,0,316196,0,15888000,16167126,0,0,600000,2022,2,3158489
L.A. DOWNTOWN MEDICAL CENTER,Los Angeles,20222,Open,Comparable,211,14751,3853,69835462,11296374,0,0,16226367,20950629,0,0,570253,2022,2,9748447
